Čas,WE_CO,AE_CO
2024-05-02T23:20:00Z,0.39166665745,0.30400000803333
2024-05-02T23:30:00Z,0.390833321,0.301333344
2024-05-02T23:40:00Z,0.39199999,0.3045000075
2024-05-02T23:50:00Z,0.391499989,0.302666676
2024-05-03T00:00:00Z,0.39033332145,0.3035000085
2024-05-03T00:10:00Z,0.39133332248333,0.302333343
2024-05-03T00:20:00Z,0.38916665341667,0.303000009
2024-05-03T00:30:00Z,0.38999998841667,0.3058333395
2024-05-03T00:40:00Z,0.392666658,0.306000006
2024-05-03T00:50:00Z,0.40483333271667,0.30866667
2024-05-03T01:00:00Z,0.44049999668333,0.310000002
2024-05-03T01:10:00Z,0.46299999995,0.30983333551667
2024-05-03T01:20:00Z,0.47833332761667,0.31133333413333
2024-05-03T01:30:00Z,0.47333332898333,0.3091666696
2024-05-03T01:40:00Z,0.47966666261667,0.31033333568333
2024-05-03T01:50:00Z,0.49683333443333,0.30966666905
2024-05-03T02:00:00Z,0.5003333325,0.30866667006667
2024-05-03T02:10:00Z,0.51216665476667,0.3095000025
2024-05-03T02:20:00Z,0.505999994,0.31066666806667
2024-05-03T02:30:00Z,0.4955000045,0.30983333553333
2024-05-03T02:40:00Z,0.4965000035,0.309666669
2024-05-03T02:50:00Z,0.5149999856,0.31016666853333
2024-05-03T03:00:00Z,0.5091666578,0.30916666961667
2024-05-03T03:10:00Z,0.5048333285,0.3098333355
2024-05-03T03:20:00Z,0.5021666645,0.3120000002
2024-05-03T03:30:00Z,0.49900000108333,0.31100000278333
2024-05-03T03:40:00Z,0.498666668,0.30833333705
2024-05-03T03:50:00Z,0.494666672,0.3091666695
2024-05-03T04:00:00Z,0.49600000348333,0.3088333366
2024-05-03T04:10:00Z,0.48956521973913,0.31000000095652
2024-05-03T04:20:00Z,,
2024-05-03T04:30:00Z,,
2024-05-03T04:40:00Z,,
2024-05-03T04:50:00Z,,
2024-05-03T05:00:00Z,,
2024-05-03T05:10:00Z,,
2024-05-03T05:20:00Z,,
2024-05-03T05:30:00Z,,
2024-05-03T05:40:00Z,,
2024-05-03T05:50:00Z,,
2024-05-03T06:00:00Z,,
2024-05-03T06:10:00Z,,
2024-05-03T06:20:00Z,,
2024-05-03T06:30:00Z,,
2024-05-03T06:40:00Z,,
2024-05-03T06:50:00Z,,
2024-05-03T07:00:00Z,,
2024-05-03T07:10:00Z,,
2024-05-03T07:20:00Z,,
2024-05-03T07:30:00Z,,
2024-05-03T07:40:00Z,,
2024-05-03T07:50:00Z,,
2024-05-03T08:00:00Z,,
2024-05-03T08:10:00Z,,
2024-05-03T08:20:00Z,,
2024-05-03T08:30:00Z,,
2024-05-03T08:40:00Z,,
2024-05-03T08:50:00Z,,
2024-05-03T09:00:00Z,,
2024-05-03T09:10:00Z,,
2024-05-03T09:20:00Z,0.4660000088,0.306
2024-05-03T09:30:00Z,,
2024-05-03T09:40:00Z,,
2024-05-03T09:50:00Z,,
2024-05-03T10:00:00Z,,
2024-05-03T10:10:00Z,0.35900000622,0.29720000334
2024-05-03T10:20:00Z,0.35783333723333,0.30400000553333
2024-05-03T10:30:00Z,0.35633333766667,0.29900000245
2024-05-03T10:40:00Z,0.35200000703333,0.29633333478333
2024-05-03T10:50:00Z,0.35783333921667,0.30366666915
2024-05-03T11:00:00Z,0.35433333516667,0.2943333343
2024-05-03T11:10:00Z,0.35516666868333,0.2955000039
2024-05-03T11:20:00Z,0.35800000431667,0.29900000196667
2024-05-03T11:30:00Z,0.35683333823333,0.3026666681
2024-05-03T11:40:00Z,0.35400000128333,0.2958333349
2024-05-03T11:50:00Z,0.36116666835,0.29850000443333
2024-05-03T12:00:00Z,0.35766666968333,0.2891666666
2024-05-03T12:10:00Z,0.35816667128333,0.29533333675
2024-05-03T12:20:00Z,0.36133333691667,0.29883333448333
2024-05-03T12:30:00Z,0.35383333623333,0.29033333553333
2024-05-03T12:40:00Z,0.36666666768333,0.30183333595
2024-05-03T12:50:00Z,0.3643333399,0.3031666667
2024-05-03T13:00:00Z,0.35933334168333,0.29049999881667
2024-05-03T13:10:00Z,0.36583333418333,0.29550000435
2024-05-03T13:20:00Z,0.36633333561667,0.29866666735
2024-05-03T13:30:00Z,0.3656666705,0.29866666691667
2024-05-03T13:40:00Z,0.36283334185,0.2938333339
2024-05-03T13:50:00Z,0.36733333763333,0.29566667026667
2024-05-03T14:00:00Z,0.36183334375,0.29033333083333
2024-05-03T14:10:00Z,0.36850000621667,0.2985000055
2024-05-03T14:20:00Z,0.36466667546667,0.29033332841667
2024-05-03T14:30:00Z,0.36733334073333,0.294333334
2024-05-03T14:40:00Z,0.36983333775,0.29416666838333
2024-05-03T14:50:00Z,0.37150000336667,0.29466666848333
2024-05-03T15:00:00Z,0.37216666945,0.294166667
2024-05-03T15:10:00Z,0.36900000585,0.29183333141667
2024-05-03T15:20:00Z,0.3716666699,0.296500001
2024-05-03T15:30:00Z,0.3690000059,0.29550000348333
2024-05-03T15:40:00Z,0.37583333258333,0.29850000101667
2024-05-03T15:50:00Z,0.374666667,0.28649999756667
2024-05-03T16:00:00Z,0.37999999506667,0.28833332683333
2024-05-03T16:10:00Z,0.38399999143333,0.28999999393333
2024-05-03T16:20:00Z,0.38316665883333,0.28949999293333
2024-05-03T16:30:00Z,0.38466665746667,0.290499993
2024-05-03T16:40:00Z,0.38633332263333,0.29083332748333
2024-05-03T16:50:00Z,0.38616665611667,0.293166665
2024-05-03T17:00:00Z,0.3859999896,0.291166661
2024-05-03T17:10:00Z,0.39133332441667,0.297000005
2024-05-03T17:20:00Z,0.38666665566667,0.294166667
2024-05-03T17:30:00Z,0.38933332476667,0.297166669
2024-05-03T17:40:00Z,0.38833332421667,0.2946666675
2024-05-03T17:50:00Z,0.39016665493333,0.296666672
2024-05-03T18:00:00Z,0.38899998786667,0.297833341
2024-05-03T18:10:00Z,0.38783332128333,0.297500007
2024-05-03T18:20:00Z,0.38649998916667,0.296333338
2024-05-03T18:30:00Z,0.38499999051667,0.298000008
2024-05-03T18:40:00Z,0.38749998825,0.299333344
2024-05-03T18:50:00Z,0.38649998915,0.298666676
2024-05-03T19:00:00Z,0.38466665746667,0.299166677
2024-05-03T19:10:00Z,0.38433332443333,0.299166677
2024-05-03T19:20:00Z,0.38333332533333,0.2996666775
2024-05-03T19:30:00Z,0.38249999283333,0.299333342
2024-05-03T19:40:00Z,0.38266665931667,0.299166676
2024-05-03T19:50:00Z,0.38116666065,0.29850000948333
2024-05-03T20:00:00Z,0.38083332768333,0.3006666755
2024-05-03T20:10:00Z,0.37899999608333,0.300000009
2024-05-03T20:20:00Z,0.38116666063333,0.301166677
2024-05-03T20:30:00Z,0.38133332768333,0.3010000085
2024-05-03T20:40:00Z,0.37949999553333,0.302333342
2024-05-03T20:50:00Z,0.3794999955,0.3015000105
2024-05-03T21:00:00Z,0.378999996,0.300333344
2024-05-03T21:10:00Z,0.37999999506667,0.302166676
2024-05-03T21:20:00Z,0.37916666253333,0.3023333415
2024-05-03T21:30:00Z,0.38083332761667,0.3023333425
2024-05-03T21:40:00Z,0.38199999323333,0.303333342
2024-05-03T21:50:00Z,0.38183332671667,0.3021666755
2024-05-03T22:00:00Z,0.37933332915,0.301666673
2024-05-03T22:10:00Z,0.38269230257692,0.30519231515385
2024-05-03T22:20:00Z,0.3801666616,0.304166674
2024-05-03T22:30:00Z,0.37849999653333,0.30200001
2024-05-03T22:40:00Z,0.38149999365,0.302666676
2024-05-03T22:50:00Z,0.38183332668333,0.3028333425
2024-05-03T23:00:00Z,0.38183332673333,0.3055000065
2024-05-03T23:10:00Z,0.37966666205,0.3028333425
2024-05-03T23:20:00Z,0.38181817522727,0.303636372
2024-05-03T23:30:00Z,,
2024-05-03T23:40:00Z,,
2024-05-03T23:50:00Z,,
2024-05-04T00:00:00Z,,
2024-05-04T00:10:00Z,,
2024-05-04T00:20:00Z,,
2024-05-04T00:30:00Z,,
2024-05-04T00:40:00Z,,
2024-05-04T00:50:00Z,,
2024-05-04T01:00:00Z,,
2024-05-04T01:10:00Z,,
2024-05-04T01:20:00Z,,
2024-05-04T01:30:00Z,,
2024-05-04T01:40:00Z,,
2024-05-04T01:50:00Z,,
2024-05-04T02:00:00Z,,
2024-05-04T02:10:00Z,,
2024-05-04T02:20:00Z,,
2024-05-04T02:30:00Z,,
2024-05-04T02:40:00Z,,
2024-05-04T02:50:00Z,,
2024-05-04T03:00:00Z,,
2024-05-04T03:10:00Z,,
2024-05-04T03:20:00Z,,
2024-05-04T03:30:00Z,,
2024-05-04T03:40:00Z,,
2024-05-04T03:50:00Z,,
2024-05-04T04:00:00Z,,
2024-05-04T04:10:00Z,,
2024-05-04T04:20:00Z,,
2024-05-04T04:30:00Z,,
2024-05-04T04:40:00Z,,
2024-05-04T04:50:00Z,,
2024-05-04T05:00:00Z,,
2024-05-04T05:10:00Z,,
2024-05-04T05:20:00Z,,
2024-05-04T05:30:00Z,,
2024-05-04T05:40:00Z,,
2024-05-04T05:50:00Z,,
2024-05-04T06:00:00Z,,
2024-05-04T06:10:00Z,,
2024-05-04T06:20:00Z,,
2024-05-04T06:30:00Z,,
2024-05-04T06:40:00Z,,
2024-05-04T06:50:00Z,,
2024-05-04T07:00:00Z,,
2024-05-04T07:10:00Z,,
2024-05-04T07:20:00Z,,
2024-05-04T07:30:00Z,,
2024-05-04T07:40:00Z,,
2024-05-04T07:50:00Z,,
2024-05-04T08:00:00Z,,
2024-05-04T08:10:00Z,,
2024-05-04T08:20:00Z,,
2024-05-04T08:30:00Z,,
2024-05-04T08:40:00Z,,
2024-05-04T08:50:00Z,,
2024-05-04T09:00:00Z,,
2024-05-04T09:10:00Z,,
2024-05-04T09:20:00Z,,
2024-05-04T09:30:00Z,,
2024-05-04T09:40:00Z,,
2024-05-04T09:50:00Z,,
2024-05-04T10:00:00Z,,
2024-05-04T10:10:00Z,,
2024-05-04T10:20:00Z,,
2024-05-04T10:30:00Z,,
2024-05-04T10:40:00Z,,
2024-05-04T10:50:00Z,,
2024-05-04T11:00:00Z,,
2024-05-04T11:10:00Z,,
2024-05-04T11:20:00Z,,
2024-05-04T11:30:00Z,,
2024-05-04T11:40:00Z,,
2024-05-04T11:50:00Z,,
2024-05-04T12:00:00Z,,
2024-05-04T12:10:00Z,,
2024-05-04T12:20:00Z,,
2024-05-04T12:30:00Z,,
2024-05-04T12:40:00Z,,
2024-05-04T12:50:00Z,,
2024-05-04T13:00:00Z,,
2024-05-04T13:10:00Z,,
2024-05-04T13:20:00Z,,
2024-05-04T13:30:00Z,,
2024-05-04T13:40:00Z,,
2024-05-04T13:50:00Z,,
2024-05-04T14:00:00Z,,
2024-05-04T14:10:00Z,,
2024-05-04T14:20:00Z,,
2024-05-04T14:30:00Z,,
2024-05-04T14:40:00Z,,
2024-05-04T14:50:00Z,,
2024-05-04T15:00:00Z,,
2024-05-04T15:10:00Z,,
2024-05-04T15:20:00Z,,
2024-05-04T15:30:00Z,,
2024-05-04T15:40:00Z,,
2024-05-04T15:50:00Z,,
2024-05-04T16:00:00Z,,
2024-05-04T16:10:00Z,,
2024-05-04T16:20:00Z,,
2024-05-04T16:30:00Z,,
2024-05-04T16:40:00Z,,
2024-05-04T16:50:00Z,,
2024-05-04T17:00:00Z,,
2024-05-04T17:10:00Z,,
2024-05-04T17:20:00Z,,
2024-05-04T17:30:00Z,,
2024-05-04T17:40:00Z,,
2024-05-04T17:50:00Z,,
2024-05-04T18:00:00Z,,
2024-05-04T18:10:00Z,,
2024-05-04T18:20:00Z,,
2024-05-04T18:30:00Z,,
2024-05-04T18:40:00Z,,
2024-05-04T18:50:00Z,,
2024-05-04T19:00:00Z,,
2024-05-04T19:10:00Z,,
2024-05-04T19:20:00Z,,
2024-05-04T19:30:00Z,,
2024-05-04T19:40:00Z,,
2024-05-04T19:50:00Z,,
2024-05-04T20:00:00Z,,
2024-05-04T20:10:00Z,,
2024-05-04T20:20:00Z,,
2024-05-04T20:30:00Z,,
2024-05-04T20:40:00Z,,
2024-05-04T20:50:00Z,,
2024-05-04T21:00:00Z,,
2024-05-04T21:10:00Z,,
2024-05-04T21:20:00Z,,
2024-05-04T21:30:00Z,,
2024-05-04T21:40:00Z,,
2024-05-04T21:50:00Z,,
2024-05-04T22:00:00Z,,
2024-05-04T22:10:00Z,,
2024-05-04T22:20:00Z,,
2024-05-04T22:30:00Z,,
2024-05-04T22:40:00Z,,
2024-05-04T22:50:00Z,,
2024-05-04T23:00:00Z,,
2024-05-04T23:10:00Z,,
2024-05-04T23:20:00Z,,
2024-05-04T23:30:00Z,,
2024-05-04T23:40:00Z,,
2024-05-04T23:50:00Z,,
2024-05-05T00:00:00Z,,
2024-05-05T00:10:00Z,,
2024-05-05T00:20:00Z,,
2024-05-05T00:30:00Z,,
2024-05-05T00:40:00Z,,
2024-05-05T00:50:00Z,,
2024-05-05T01:00:00Z,,
2024-05-05T01:10:00Z,,
2024-05-05T01:20:00Z,,
2024-05-05T01:30:00Z,,
2024-05-05T01:40:00Z,,
2024-05-05T01:50:00Z,,
2024-05-05T02:00:00Z,,
2024-05-05T02:10:00Z,,
2024-05-05T02:20:00Z,,
2024-05-05T02:30:00Z,,
2024-05-05T02:40:00Z,,
2024-05-05T02:50:00Z,,
2024-05-05T03:00:00Z,,
2024-05-05T03:10:00Z,,
2024-05-05T03:20:00Z,,
2024-05-05T03:30:00Z,,
2024-05-05T03:40:00Z,,
2024-05-05T03:50:00Z,,
2024-05-05T04:00:00Z,,
2024-05-05T04:10:00Z,,
2024-05-05T04:20:00Z,,
2024-05-05T04:30:00Z,,
2024-05-05T04:40:00Z,,
2024-05-05T04:50:00Z,,
2024-05-05T05:00:00Z,,
2024-05-05T05:10:00Z,,
2024-05-05T05:20:00Z,,
2024-05-05T05:30:00Z,,
2024-05-05T05:40:00Z,,
2024-05-05T05:50:00Z,,
2024-05-05T06:00:00Z,,
2024-05-05T06:10:00Z,,
2024-05-05T06:20:00Z,,
2024-05-05T06:30:00Z,,
2024-05-05T06:40:00Z,,
2024-05-05T06:50:00Z,,
2024-05-05T07:00:00Z,,
2024-05-05T07:10:00Z,,
2024-05-05T07:20:00Z,,
2024-05-05T07:30:00Z,,
2024-05-05T07:40:00Z,,
2024-05-05T07:50:00Z,,
2024-05-05T08:00:00Z,,
2024-05-05T08:10:00Z,,
2024-05-05T08:20:00Z,,
2024-05-05T08:30:00Z,,
2024-05-05T08:40:00Z,,
2024-05-05T08:50:00Z,,
2024-05-05T09:00:00Z,,
2024-05-05T09:10:00Z,,
2024-05-05T09:20:00Z,,
2024-05-05T09:30:00Z,,
2024-05-05T09:40:00Z,,
2024-05-05T09:50:00Z,,
2024-05-05T10:00:00Z,,
2024-05-05T10:10:00Z,,
2024-05-05T10:20:00Z,,
2024-05-05T10:30:00Z,,
2024-05-05T10:40:00Z,,
2024-05-05T10:50:00Z,,
2024-05-05T11:00:00Z,,
2024-05-05T11:10:00Z,,
2024-05-05T11:20:00Z,,
2024-05-05T11:30:00Z,,
2024-05-05T11:40:00Z,,
2024-05-05T11:50:00Z,,
2024-05-05T12:00:00Z,,
2024-05-05T12:10:00Z,,
2024-05-05T12:20:00Z,,
2024-05-05T12:30:00Z,,
2024-05-05T12:40:00Z,,
2024-05-05T12:50:00Z,,
2024-05-05T13:00:00Z,,
2024-05-05T13:10:00Z,,
2024-05-05T13:20:00Z,,
2024-05-05T13:30:00Z,,
2024-05-05T13:40:00Z,,
2024-05-05T13:50:00Z,,
2024-05-05T14:00:00Z,,
2024-05-05T14:10:00Z,,
2024-05-05T14:20:00Z,,
2024-05-05T14:30:00Z,,
2024-05-05T14:40:00Z,,
2024-05-05T14:50:00Z,,
2024-05-05T15:00:00Z,,
2024-05-05T15:10:00Z,,
2024-05-05T15:20:00Z,,
2024-05-05T15:30:00Z,,
2024-05-05T15:40:00Z,,
2024-05-05T15:50:00Z,,
2024-05-05T16:00:00Z,,
2024-05-05T16:10:00Z,,
2024-05-05T16:20:00Z,,
2024-05-05T16:30:00Z,,
2024-05-05T16:40:00Z,,
2024-05-05T16:50:00Z,,
2024-05-05T17:00:00Z,,
2024-05-05T17:10:00Z,,
2024-05-05T17:20:00Z,,
2024-05-05T17:30:00Z,,
2024-05-05T17:40:00Z,,
2024-05-05T17:50:00Z,,
2024-05-05T18:00:00Z,,
2024-05-05T18:10:00Z,,
2024-05-05T18:20:00Z,,
2024-05-05T18:30:00Z,,
2024-05-05T18:40:00Z,,
2024-05-05T18:50:00Z,,
2024-05-05T19:00:00Z,,
2024-05-05T19:10:00Z,,
2024-05-05T19:20:00Z,,
2024-05-05T19:30:00Z,,
2024-05-05T19:40:00Z,,
2024-05-05T19:50:00Z,,
2024-05-05T20:00:00Z,,
2024-05-05T20:10:00Z,,
2024-05-05T20:20:00Z,,
2024-05-05T20:30:00Z,,
2024-05-05T20:40:00Z,,
2024-05-05T20:50:00Z,,
2024-05-05T21:00:00Z,,
2024-05-05T21:10:00Z,,
2024-05-05T21:20:00Z,,
2024-05-05T21:30:00Z,,
2024-05-05T21:40:00Z,,
2024-05-05T21:50:00Z,,
2024-05-05T22:00:00Z,,
2024-05-05T22:10:00Z,,
2024-05-05T22:20:00Z,,
2024-05-05T22:30:00Z,,
2024-05-05T22:40:00Z,,
2024-05-05T22:50:00Z,,
2024-05-05T23:00:00Z,,
2024-05-05T23:10:00Z,,
2024-05-05T23:20:00Z,,
2024-05-05T23:30:00Z,,
2024-05-05T23:40:00Z,,
2024-05-05T23:50:00Z,,
2024-05-06T00:00:00Z,,
2024-05-06T00:10:00Z,,
2024-05-06T00:20:00Z,,
2024-05-06T00:30:00Z,,
2024-05-06T00:40:00Z,,
2024-05-06T00:50:00Z,,
2024-05-06T01:00:00Z,,
2024-05-06T01:10:00Z,,
2024-05-06T01:20:00Z,,
2024-05-06T01:30:00Z,,
2024-05-06T01:40:00Z,,
2024-05-06T01:50:00Z,,
2024-05-06T02:00:00Z,,
2024-05-06T02:10:00Z,,
2024-05-06T02:20:00Z,,
